Category,Service / Operator Name,API Operator Code
Municipal Taxes,Pachgaon Grampanchayat,1300
Municipal Taxes,Patna Municipal Corporation,1142
Municipal Taxes,Pernem Municipal council,604
Municipal Taxes,Pernem Municipal council Trade License,1360
Municipal Taxes,Pimpri Chinchwad Municipal Corporation (PCMC),947
Municipal Taxes,Ponda Municipal Council,602
Municipal Taxes,Ponda Municipal Council Trade License,1361
Municipal Taxes,Port Blair Municipal Council,439
Municipal Taxes,Prayagraj Nagar Nigam,416
Municipal Taxes,Puducherry UT (Local Bodies) -Property Tax,597
Municipal Taxes,Pune Municipal Corporation - Property Tax,1711
Municipal Taxes,Quepem Municipal council,606
Municipal Taxes,Quepem Municipal council Trade License,1362
Municipal Taxes,Raha Municipal Corporation,1066
Municipal Taxes,Raipur Municipal Corporation,746
Municipal Taxes,Rajkot Municipal Corporation,567
Municipal Taxes,RDPR - KARNATAKA - BAPUJI SEVA KENDRA,1000
Municipal Taxes,Revenue Mizoram,1192
Municipal Taxes,Sangli Miraj Kupwad Corporation,1937
Municipal Taxes,Sanguem Municipal council,609
Municipal Taxes,Sanguem Municipal Council Trade License,1363
Municipal Taxes,Sankhali Municipal council,603
Municipal Taxes,Sankhali Municipal council Trade License,1364
Municipal Taxes,Satara Municipal Council Property,1919
Municipal Taxes,Shivamogga City Corporation,517
Municipal Taxes,Siliguri Jalpaiguri Development Authority,790
Municipal Taxes,Solapur Municipal Corporation,1482
Municipal Taxes,Srinagar Municipal Corporation,1950
Municipal Taxes,Talegaon Dabhade Nagar Parishad - Municipal Taxes and Services Payments,823
Municipal Taxes,Tamil Nadu Civil Supplies And Customer Protection Dept,1044
Municipal Taxes,Tamilnadu Urban eSevai Municipal Taxes,1674
Municipal Taxes,Tamilnadu Urban eSevai Service Charges,1675
Municipal Taxes,Tarapith Rampurhat Development Authority(TRDA),1091
Municipal Taxes,Telangana State Industrial Infrastructure Corporation Ltd,1879
Municipal Taxes,Thane Municipal Corporation Property Tax,822
Municipal Taxes,Ulhasnagar Municipal Corporation,1275
Municipal Taxes,Uttarakhand Property Tax,621
Municipal Taxes,Vadiyeraibag Grampanchayat,1133
Municipal Taxes,Vadodara Municipal Corporation Property Tax,1086
Municipal Taxes,Valpoi Municipal council,605
Municipal Taxes,Valpoi Municipal council Trade License,1365
Municipal Taxes,Varanasi Nagar Nigam Property Tax,1027
Municipal Taxes,Vasai Virar Municipal Corporation - Property,380
Pan Services,NSDL EKYC PAN (Instant Pan),EKYC
Pan Services,NSDL EKYC PAN CORRECTION (Instant Pan),CEKYC
Pan Services,NSDL ESIGN PAN (Scan Based with photo and signature),ESIGN
Pan Services,NSDL ESIGN PAN CORRECTION (Scan Based with photo and signature),CESIGN
Postpaid Bill,Airtel Postpaid (Fetch and Pay),AP
Postpaid Bill,BSNL Mobile Postpaid,BSNLMP
Postpaid Bill,Jio Postpaid (Fetch and Pay),JIOP
Postpaid Bill,Wiwanet Solution Pvt Ltd,1662
Water Bill,AP PHED Itanagar and Naharlagun,1819
Water Bill,Bangalore Water Supply and Sewerage Board,70
Water Bill,Chandrapur Municipal Corporation,956
Water Bill,Chennai Metropolitan Water Supply And Sewerage Board,849
Water Bill,City Corporation Davanagere Water,1860
Water Bill,City Municipal Council -Ilkal,624
Water Bill,City Municipal Council Harihara Water,1865
Water Bill,City Municipal Council Puttur Water,1866
Water Bill,City Municipal Council Ranebennur,1768
Water Bill,DDA (Narela Zone),1637
Water Bill,DDA - (East Zone),1664
Water Bill,Delhi Development Authority (DDA) - Water,273
Water Bill,Delhi Jal Board,262
Water Bill,Department of Public Health Engineering-Water Mizoram,276
Water Bill,GRAM PANCHAYAT WANGI - WATER,1073
Water Bill,Grampanchayat Aitawade Khurd Water,1406
Water Bill,Grampanchayat Halondi Nal Paani Puravatha,968
Water Bill,Grampanchayat Ujalaiwadi (Water Tax),1806
Water Bill,Greater Warangal Municipal Corporation - Water,241
Water Bill,Greater WarangalCorporation,256
Water Bill,Haryana Urban Development Authority,264
Water Bill,Hubli Dharwad Municipal Corporation Water,1597
Water Bill,Hyderabad Metropolitan Water Supply and Sewerage Board,211
Water Bill,Jammu Kashmir Water Billing-JKPHE Jammu,581
Water Bill,Jammu Kashmir Water Billing-JKPHE Kashmir,580
Water Bill,Kerala Water Authority (KWA),298
Water Bill,Kolhapur Municipal Corporation - Water Tax,522
Water Bill,Madhya Pradesh Urban (e-Nagarpalika) - Water,370
Water Bill,Maharashtra Jeevan Pradhikaran 105Vrr Amravati,922
Water Bill,Maharashtra Jeevan Pradhikaran 156Vrr Daryapur,925
Water Bill,Maharashtra Jeevan Pradhikaran Amravati Urban,939
Water Bill,Maharashtra Jeevan Pradhikaran Anjangaon,924
Water Bill,Maharashtra Jeevan Pradikaran 79Vrr Anjangaon,923
Water Bill,Maharashtra Jeevan Pradikaran Daryapur,954
Water Bill,MCGM Water Department,644
Water Bill,Mira Bhayander Municipal Corporation-Water,1598
Water Bill,Municipal Corporation Chandigarh,330
Water Bill,Municipal Corporation Ludhiana - Water,222
Water Bill,Municipal Corporation of Gurugram (MCG) - Water,185
Water Bill,Municipal Corporation of Sambhaji Nagar-Water Tax,1836
Water Bill,Mysuruvani Vilas Water Works 24X7,926
Water Bill,Nagar Nigam Aligarh - Water,509
Water Bill,Navi Mumbai Municipal Corporation Water Tax,1778
Water Bill,New Delhi Municipal Council (NDMC) - Water,218
Water Bill,Odisha Municipal Payments Water Tax,1290
Water Bill,Port Blair Municipal Council - Water,564
Water Bill,Public Health Engineering Department - Rajasthan,1571
Water Bill,Public Health Engineering Department Haryana,514
Water Bill,Public Works Department (PWD)Goa,705
Water Bill,Puducherry Public Health Division PWD,1487
Water Bill,Pune Municipal Corporation - Water,157
Water Bill,Punjab Municipal Corporations Councils Sewerage,1678
Water Bill,Punjab Municipal Corporations/Councils,270
Water Bill,Satara Municipal Council Water,1909
Water Bill,Shimla Jal Prabandhan,751
Water Bill,Shivamoga City Corporation - Water Tax,578
Water Bill,Surat Municipal Corporation - Water,232
Water Bill,Talegaon Dabhade Nagar Parishad - Water Payments,825
Water Bill,Thane Municipal Corporation Water Tax,824
Water Bill,Tirumala Tirupati Devasthanams (TTD) - Water,1285
Water Bill,Uttarakhand Jal Sansthan,149
Water Bill,Vadiyeraibag Gp Water Tax,1134
Water Bill,Vasai Virar Municipal Corporation - Water,565
Water Bill,Vatva Industrial Estate Infrastructure Development Ltd,540
Water Bill,Vijayapura Water Board,595
